fsd_no;fsd_vr;fsd_id;Syvu;ika;ika5;sukup;lisco2010_1;ltytyy_2012;toimi;tysuhpy;taikao;tsuhaika;vuokraty;sivutyo;sivutuni;vastaustapa;palkansa;ika10;toimi2;sose;tb_paino;K2;K3;K21c_4;K21c_5;K21c_10;K21c_12;K26_1;K26_2;K26_3;K20b_2;K20b_2a;K20b_5;K21b_1;K21b_2;K52c;K52a;K52b;K53;K53_1;K22_6;K22_8;K64;K42a;K43g;K43a;K43a_4;K43a_5;K20a_02;K20a_13;K44C;K44E;K44H;K44G;K44I;K11a_1;K11a_2;K11a_3;K11a_4;K21b_4;K21b_6;K65_1;K48;K47;K47a;K33a;K33_1;K33_2;K33b;K33_4;K33_3;K33b_1;K33_9;K33_5;K33_7;K33_6;K33_8;K33_10;K9a_07;K9a_07c;K9a_07b;K9a_11;K9a_09b;K9a_10b;K21c_8;K21c_9;K28a;K28b;K32;K55;K56a;K56b;K56c;K56d;K57a;K57b;K57c;K57d;K69;K22_1;K22_2;K23;K68_1;K68_2;K68_3;K68_4;K68_5;K68_6;K68_7;K68_8;K13_1;K13_2;K40
3784;1,0;57;1983;38;5;1;7;3;1;1;1;10;2;2; ;2;1;3;3;3;1,0868266355653;6;2;3;1;1;2;4;1;3;3;2;2;2; ;2;2;2;2;1;1;1;1;1;5;5; ; ;1;2;1;2;2;1;2;3;3;3;3;4;1;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;1;2;1;1;4;1;1;1;1;4;2;2;8;1;1;4;2;1;2;2;2;3;2;2;4;1;1;0;0;1;1;1;1;0;1; ;2
3784;1,0;58;1996;26;3;1;7;3;1;1;1;5;2;2; ;2;1;2;6;3;1,7963281595480;1;2;1;1;1;1;3;1;2;1;4;1;1;1;1;2;2;9;2;2; ;1;2;5;5; ; ;2;1;1;1;1;1;1;2;3;3;4;3;2;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;4;2;4;1;1;1;1;2;2;3;0;5;3;4;5;1;2;3;3;3;2;3;4;1;0;1;0;0;0;0;0;0;1; ;2
3784;1,0;59;1968;54;8;1;8;3;1;1;1;28;2;2; ;1;1;4;3;3;1,0132048062642;5;2;3;1;2;2;2;1;3;2;3;3;2; ;2;2;2;2;2;1;1;1;4;5;5; ; ;2;3;4;2;3;2;4;3;1;2;3;3;3;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;4;1;4;1;1;1;3;4;1;1;5;1;1;3;2;1;4;3;2;3;2;3;4;3;0;1;0;0;0;0;0;0;1; ;2
3784;1,0;60;1969;53;8;1;3;3;1;1;1;9;2;2; ;2;2;4;3;2;,9126954856126;6;1;1;1;2;1;2;2;1;1;1;1;2; ;2;2;2;2;2;2; ;1;2;3;1; ;1;1;2;3;2;2;2;2;1;1;2;1;2;1;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;2;2;2;1;1;1;4;3;2;1;5;2;2;2;2;2;3;4;4;3;1;4;4;1;1;1;1;1;1;1;0;0;1; ;2
3784;1,0;61;1971;51;8;1;2;1;3;1;1;23;2;1;24;1;3;4;15;1;,7508697064003;7;1;1;2;2;1;2;1;1;2;2;1;2; ;1;2;1;1;1;1;1;1;3;5;2;4;1;1;2;1;1;1;1;2;3;2;3;1;3;2;1;1;2; ;3; ; ;2; ; ; ;3;3;3;3;2;3;1;1;4;1;1;1;3;2;2;2;0;2;1;2;3;2;4;4;3;3;2;3;4;3;1;0;1;0;0;1;0;0;1; ;2
3784;1,0;62;1957;64;10;1;3;3;2;1;1;6;2;2; ;2;2;5;7;2;,8142877876062;1;1;2;1;1;1;3;1;2;2;2;2;2; ;2;2;2;2;2;1;1;1;4;5;5; ; ;2;2;2;2;1;1;2;1;1;1;1;2;1;4;2;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;4;1;1;0;1;1;1;2;2;4;4;4;4;1;4;4;3;0;0;0;0;0;1;0;0;1; ;1
3784;1,0;63;1963;58;9;1;3;3;1;1;1;24;2;2; ;1;2;5;3;2;,6400469719417;11;1;2;2;2;2;2;1;3;2;3;3;1;2;1;2;2;2;2;1;1;1;2;5;5; ; ;1;2;2;1;1;1;2;3;3;3;2;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;1;1;1;1;4;2;1;2;0;3;2;2;3;2;3;3;3;3;2;4;4;2;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;64;1960;62;10;1;5;3;2;1;2;6;2;2;0;1;2;5;7;2;,5985864236660;2;2;2;1;1;1;3;3;3;2;2;3;2; ;2;2;2;2;2;2; ;2;1;5;5; ; ;2;2;3;2;2;2;2;3;3;3;3;4;2;4;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;4;1;1;1;1;1;3;3;1;3;1;1;3;2;2;4;3;4;4;3;3;3;1;0;0;1;0;0;0;0;0;2;2;2
3784;1,0;65;1973;49;7;1;2;2;4;1;1;16;2;2; ;2;3;4;14;1;,7508697064003;7;3;2;2;3;2;2;3;3;3;3;2;1;2;2;2;1;1;2;1;1;1;2;4;3; ;1;1;3;2;1;2;2;2;3;1;4;1;2;1;2;1;2; ;2; ; ;2; ; ; ;1;1;3;1;2;2;3;1;2;1;1;1;4;2;1;2;0;2;2;1;3;1;4;4;5;4;1;4;4;2;1;0;1;0;0;0;0;0;1; ;1
3784;1,0;66;1959;62;10;1;7;3;9;1;1;5;2;2; ;2;1;5;1;3;2,8899997883550;1;2;1;1;1;1;2;2;2;2;2;2;2; ;2;2;2;2;2;1;1;1;4;5;5; ; ;2;2;1;1;1;1;1;2;1;1;1;9;1;6; ; ; ;2; ; ;3; ; ; ;2;3;3;3;2;2;1;1;4;1;1;1;1;4;2;2;10;1;1;2;2;1;4;4;4;2;2;3;3;1;1;0;0;0;0;0;1;0;1; ;2
3784;1,0;67;1960;61;10;1;4;3;1;1;1;39;2;2; ;2;2;5;6;2;,7444771577623;3;2;2;3;3;3;4;3;4;3;3;3;2; ;2;2;2;2;2;1;1;1;1;5;5; ; ;2;2;3;2;3;3;2;3;3;3;4;3;1;2;2;2; ;1;2;1;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;2;1;3;3;180;1;3;3;1;1;2;2;4;2;2;4;4;3;0;0;0;0;0;1;0;0;1; ;2
3784;1,0;68;1986;36;5;1;2;3;2;1;1;11;2;2; ;2;3;3;7;1;,9576751114369;6;1;1;1;2;2;1;1;1;1;2;1;2; ;2;2;2;1;1;1;1;2;1;4;3; ;1;1;2;1;1;3;1;1;3;3;3;1;2;2;2;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;4;2;1;1;0;3;3;1;1;1;5;5;4;3;1;4;4;1;1;1;0;0;0;0;0;0;1; ;1
3784;1,0;69;1983;38;5;1;3;3;1;1;1;0;2;2; ;2;2;3;3;2;,8979333606471;7;2;2;2;1;1;1;1;2;2;2;1;1;7;1;1;1;1;1;1;1;1;4;5;3; ;1;1;1;1;1;1;1;1;2;2;1;2;1;2;3;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;3;1;1;3;2;2;2;2;1;4;4;3;4;2;4;4;2;1;1;0;0;0;0;0;0;2;1;1
3784;1,0;70;1987;34;4;1;2;3;1;1;1;5;2;2; ;1;3;2;3;1;,8594671637792;6;3;2;2;2;2;3;2;4;2;2;2;1;1;1;1;1;2;1;1;1;1;2;5;3; ;2;2;2;2;2;2;2;3;3;3;2;3;3;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;1;1;1;1;1;1;1;4;2;2;3;9;2;2;2;2;1;4;4;3;4;1;2;2;2;1;0;0;0;0;0;0;0;2;1;1
3784;1,0;71;1981;40;6;1;2;3;2;1;1;5;2;2; ;2;3;3;16;1;1,4547424180187;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2; ;1;2;3;1; ;1;1;2;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;3;3;1;1;5;3;2;2;2;2;4;4;4;4;1;4;4;1;1;1;1;1;1;1;1;0;2;2;1
3784;1,0;72;1992;30;4;1;7;3;1;1;1;2;2;2; ;1;1;2;3;3;1,0201865431344;10;1;4;1;2;1;2;2;3;3;3;3;2; ;2;2;2;1;2;2; ;2;4;5;5; ; ;2;2;4;4;4;4;3;3;1;2;2;2;1;2;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;3;3;1;2;2;3;3;3;3;1;3;3;2;4;3;4;3;1;1;0;0;1;1;0;0;0;4;1;2
3784;1,0;73;1979;42;6;1;7;3;1;1;1;0;2;1;25;2;1;3;3;3;,9247833614230;3;1;2;2;3;2;1;1;2;2;2;3;2; ;2;2;2;2;1;1;1;1;2;5;5; ; ;1;2;2;2;2;2;2;2;2;3;2;3;2;5;2;2; ;2; ; ;2; ; ; ;2;2;1;1;2;1;2;2;1;1;1;1;2;2;1;1;0;3;3;2;2;2;4;4;4;4;2;4;4;1;1;0;0;1;0;0;0;0;1; ;2
3784;1,0;74;1973;49;7;1;3;3;1;1;1;28;2;2; ;1;2;4;3;2;,7506522114703;3;1;2;1;1;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2; ;1;4;5;5; ; ;1;2;3;2;2;2;2;3;3;4;2;3;3;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;1;1;0;1;2;2;2;1;4;4;4;4;1;3;3;1;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;75;1978;44;6;1;2;1;3;1;1;12;2;2; ;1;3;3;15;1;,6624482615592;5;1;1;1;2;2;2;1;2;2;2;2;1;6;2;2;2;2;1;1;1;1;2;4;2;3;1;1;1;1;1;2;3;2;2;3;3;2;1;2;1;1;1;2;2; ; ;2; ; ; ;2;2;2;3;2;2;2;1;2;1;1;1;3;2;2;2;0;3;2;2;4;2;3;4;3;4;2;4;4;3;1;0;0;0;0;0;0;0;1; ;1
3784;1,0;76;1958;63;10;1;3;3;1;1;1;16;2;2; ;2;2;5;6;2;,6238944318957;4;1;2;2;2;2;2;1;2;2;2;2;2; ;1;2;1;2;1;1;1;1;1;2;4; ;1;1;2;2;2;3;2;3;3;3;2;3;2;1;2;1;2; ;2; ; ;2; ; ; ;2;2;3;3;2;2;1;1;1;1;1;1;3;2;2;2;0;3;3;1;3;2;4;3;3;3;2;4;4;1;1;0;0;0;0;1;0;0;1; ;1
3784;1,0;77;1962;60;10;1;3;3;1;1;1;41;2;2; ;1;1;5;3;3;1,0062684063204;9;2;2;3;2;2;2;1;3;2;3;2;2; ;2;2;2;2;1;2; ;2;2;5;5; ; ;1;2;2;2;2;3;2;2;3;2;3;3;2;3;2;2; ;3; ; ;3; ; ; ;2;2;2;2;3;2;2;1;1;1;1;1;2;2;2;3;0;2;3;3;3;3;4;4;2;4;2;3;3;4;0;0;0;0;0;1;0;0;1; ;2
3784;1,0;78;1961;61;10;1;2;3;1;1;1;12;2;2; ;2;3;5;3;1;,4045618728537;9;1;2;2;2;2;2;1;3;1;3;2;2; ;1;2;1;2;1;1;1;1;2;5;1; ;2;1;2;3;3;3;2;3;3;1;1;3;3;2;1;1;2; ;2; ; ;2; ; ; ;2;1;2;2;2;1;2;2;2;1;1;1;3;1;3;2;1;2;2;2;4;2;4;4;4;9;1;3;3;3;1;0;1;0;0;0;0;0;1; ;1
3784;1,0;79;1975;46;7;1;3;3;1;1;1;26;2;2; ;2;1;4;3;3;,8224081422070;9;3;3;2;2;2;3;1;3;2;2;2;2; ;2;1;2;1;1;2; ;2;2;5;5; ; ;1;2;1;2;2;1;2;3;3;3;4;3;3;4;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;4;1;1;1;2;4;2;2;2;1;2;3;2;2;3;3;3;4;2;2;2;3;0;1;0;1;1;0;0;0;1; ;2
3784;1,0;80;1991;30;4;1;8;3;1;1;1;3;2;2; ;2;1;2;3;3;1,1660772772307;10;9;2;1;2;2;2;1;2;2;2;1;2; ;2;1;2;1;1;2; ;1;4;5;5; ; ;1;1;1;2;2;1;2;3;3;3;2;3;3;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;2;4;1;1;1;4;3;1;1;0;1;1;3;1;1;3;3;2;4;2;3;4;2;1;1;0;0;0;0;0;0;1; ;2
3784;1,0;81;1993;28;3;1;3;3;1;2;1;0;2;2; ;1;2;2;3;2;1,2785080934439;1;1;1;1;1;1;3;2;2;2;2;2;2; ;1;1;1;1;1;2; ;1;4;5;4; ;1;1;2;2;1;2;1;2;3;2;4;3;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;3;1;2;0;2;2;3;3;1;3;4;3;3;2;4;3;2;1;0;0;1;0;1;0;0;1; ;2
3784;1,0;82;1997;25;3;1;7;3;1;1;1;1;2;2; ;2;1;2;3;3;1,3690714828101;6;9;1;1;1;1;2;2;2;2;2;2;2; ;2;2;2;1;2;1;1;1;1;5;5; ; ;1;2;1;1;1;1;1;4;3;3;4;3;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;9;1;1;1;2;2;2;2;14;4;3;3;3;1;4;4;4;2;2;4;4;1;1;0;1;1;1;0;0;0;1; ;2
3784;1,0;83;1978;43;6;1;1;3;2;1;1;13;2;2; ;2;3;3;18;1;,7802165221137;4;2;2;2;2;2;3;2;3;2;3;2;2; ;1;2;1;2;2;1;1;1;2;5;2;3;1;1;2;2;2;2;2;2;3;3;3;1;3;2;2;1;1;1;2; ; ;2; ; ; ;2;2;2;2;2;1;1;1;2;1;1;1;4;2;1;2;3;3;2;1;3;1;3;4;4;3;2;3;3;3;1;1;1;1;0;0;0;0;1; ;1
3784;1,0;84;1966;56;9;1;8;3;2;1;1;13;2;2; ;2;1;5;8;3;1,1970650703775;5;2;2;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2; ;1;2;5;5; ; ;2;1;2;4;1;1;4;2;1;4;4;4;3;4;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;3;1;1;1;1;1;1;3;2;2;2;10;3;3;3;1;1;3;2;1;1;1;3;4;1;1;1;0;0;0;0;1;0;2;2;2
3784;1,0;85;1995;27;3;1;3;3;1;1;1;0;2;2; ;2;2;2;6;2;,7863873382554;4;1;1;1;2;1;2;1;2;2;2;1;2; ;2;2;2;1;1;2; ;1;1;5;4; ;1;1;2;2;1;2;1;1;3;4;2;4;2;1;4;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;1;3;0;5;3;2;2;2;4;4;4;4;2;4;4;1;1;0;0;0;0;0;0;0;2;2;1
3784;1,0;86;1959;62;10;1;6;3;9;1;1;37;2;2; ;1;1;5;1;3;,6541898143567;1;2;2;2;1;1;2;1;2;2;2;1;2; ;2;2;1;2;1;2; ;1;4;5;5; ; ;2;2;2;2;2;2;3;3;1;1;1;3;2;4;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;4;1;1;1;1;1;1;3;2;3;5;2;2;3;2;2;3;3;4;3;2;2;4;2;0;0;0;0;0;0;0;1;1; ;2
3784;1,0;87;1980;42;6;1;2;3;1;1;1;2;2;2; ;1;3;3;3;1;,7956318372947;6;2;1;1;1;1;2;1;2;1;1;1;2; ;1;1;1;1;1;1;1;1;2;4;2;1;1;1;2;1;1;1;1;1;3;3;3;3;2;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;2;1;1;0;3;3;2;2;1;4;4;4;4;2;2;3;2;1;1;0;1;0;0;0;0;2;1;1
3784;1,0;88;1964;58;9;1;7;3;1;1;1;14;2;2; ;1;1;5;6;3;,6668969727176;4;1;1;1;1;1;3;2;2;1;2;2;1;2;1;2;2;2;2;2; ;1;4;5;5; ; ;2;2;2;2;2;2;2;2;2;2;3;3;2;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;40;2;1;2;1;1;4;4;4;4;2;3;3;2;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;89;1984;38;5;1;2;3;1;1;1;5;2;2; ;2;3;3;3;1;,6181732479715;6;3;3;1;3;3;3;3;4;2;3;3;2; ;2;1;1;2;2;1;1;2;2;5;3; ;3;1;2;3;2;2;2;3;3;3;4;3;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;1;1;2;3;3;2;3;3;3;3;3;4;4;1;1;0;0;0;0;0;0;0;2;1;2
3784;1,0;90;1990;31;4;1;5;3;2;1;1;2;2;2;0;2;1;2;14;3;1,1882207500383;999;1;1;1;1;2;2;1;1;2;2;2;1;2;1;2;1;1;1;1;1;1;1;5;5; ; ;2;2;1;9;1;1;2;2;1;9;3;1;1;2;1;2; ;1;1;1;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;4;2;1;1;4;4;2;1;1;2;4;5;5;5;1;4;4;1;1;0;0;1;1;0;1;0;1; ;2
3784;1,0;91;1973;48;7;1;7;3;1;1;1;5;2;2; ;1;1;4;3;3;,8795116136901;3;1;2;3;2;2;3;2;3;3;2;2;1;4;1;2;2;1;1;1;1;1;2;5;5; ; ;1;2;2;2;2;2;2;3;3;3;3;3;2;5;2;2; ;3; ; ;3; ; ; ;2;2;3;2;3;1;4;1;1;1;1;1;2;2;2;2;10;2;2;3;3;1;3;3;3;3;3;3;3;2;0;1;0;0;0;0;0;0;1; ;2
3784;1,0;92;1989;32;4;1;2;3;2;1;1;5;2;2; ;1;3;2;10;1;,6974238896369;3;2;1;1;1;1;1;1;2;1;1;1;1;4;1;1;1;1;1;1;1;1;3;4;1; ;1;1;2;3;1;1;1;1;2;2;2;1;1;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;4;2;1;1;6;2;3;3;4;1;3;3;3;3;2;3;3;1;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;93;1984;38;5;1;7;3;2;1;1;2;2;2; ;1;1;3;4;3;,9535367513379;6;1;2;2;2;1;3;3;3;2;2;2;1;2;2;2;2;1;1;1;1;1;4;5;5; ; ;2;1;3;2;2;1;2;2;2;2;2;1;2;5;1;2; ;3; ; ;3; ; ; ;3;3;3;3;3;3;1;1;1;1;1;1;3;3;1;1;2;1;1;2;1;1;3;3;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3784;1,0;94;1987;35;5;1;2;3;2;1;1;6;2;2; ;2;3;3;18;1;,6624482615592;3;1;2;2;1;2;2;2;2;1;2;2;1;3;2;1;1;1;1;1;1;1;1;4;4; ;1;1;1;2;1;2;1;1;2;3;2;3;2;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;3;3;1;1;5;2;2;1;2;1;4;4;4;4;2;3;4;1;0;1;1;0;0;0;0;0;2;1;1
3784;1,0;95;1995;27;3;1;2;3;9;1;1;0;2;2; ;1;3;2;1;1;,6974238896369;4;1;2;1;1;1;2;2;2;1;2;2;1;7;1;2;1;2;2;1;2;1;2;5;2;3;1;1;2;1;1;2;1;1;3;1;3;1;2;2;2;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;3;2;1;2;4;2;3;2;3;1;4;4;3;4;1;4;4;1;1;0;0;0;0;0;0;0;2;2;1
3784;1,0;96;1990;32;4;1;4;3;2;1;1;1;2;2; ;1;2;2;7;2;1,5625289546689;3;2;1;2;2;1;2;2;2;2;1;1;2; ;2;2;1;1;1;1;1;1;2;5;5; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2; ;3; ; ;2; ; ; ;2;2;2;2;3;3;4;1;4;1;2;1;2;3;1;1;0;2;2;1;2;3;4;4;5;4;2;4;3;2;1;1;0;1;0;0;0;0;2;2;2
3784;1,0;97;1980;41;6;1;3;3;2;1;1;5;2;2; ;1;2;3;18;2;,6602973768201;7;1;2;2;2;3;2;3;3;2;3;3;2; ;2;2;2;2;1;1;1;2;2;4;4; ;2;2;3;3;2;3;2;1;4;4;3;2;2;2;1;1;2; ;2; ; ;2; ; ; ;2;3;3;2;2;2;2;2;1;4;1;1;4;1;2;4;10;4;4;3;4;2;2;2;2;2;3;3;3;1;1;0;0;1;0;1;0;1;1; ;1
3784;1,0;98;1960;62;10;1;2;3;2;1;1;6;2;2; ;1;3;5;10;1;,4045618728537;6;1;2;2;2;2;2;2;2;2;2;2;2; ;2;2;1;1;2;1;1;1;2;4;2;4;1;1;2;3;2;3;3;2;3;3;4;1;4;1;1;1;2; ;3; ; ;3; ; ; ;3;3;3;2;2;3;1;1;1;1;1;1;3;2;3;2;0;3;3;3;3;2;3;3;4;3;2;3;3;2;0;0;0;0;0;1;0;0;2;1;2
3784;1,0;99;1971;51;8;1;8;3;1;1;1;17;2;2; ;1;1;4;3;3;,8224081422070;8;3;2;3;2;3;2;2;2;3;3;3;2; ;2;2;2;1;1;1;1;2;1;5;5; ; ;1;2;2;3;3;2;2;3;3;2;2;3;2;4;1;2; ;3; ; ;2; ; ; ;2;3;2;2;2;2;1;1;1;1;1;1;1;2;2;2;12;3;3;4;2;2;3;3;4;4;2;3;3;3;0;1;0;1;0;0;0;0;1; ;1
3784;1,0;100;1970;52;8;1;3;2;4;1;1;25;2;1;8;2;2;4;17;2;,8077556829533;5;3;1;3;2;2;1;1;2;2;2;2;1;7;1;1;1;1;1;1;1;1;2;5;3; ;1;1;3;1;1;1;1;1;2;2;1;3;2;1;1;1;1;2;2; ; ;2; ; ; ;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;1;5;2;3;2;3;2;5;4;4;4;1;4;4;1;1;1;1;0;0;0;1;0;1; ;2
3784;1,0;101;1966;56;9;1;3;1;3;1;1;28;2;2; ;1;2;5;15;2;,4780036977994;7;1;1;1;1;1;1;1;2;1;2;2;2; ;1;2;1;2;2;1;2;1;3;5;3; ;1;1;1;1;1;1;1;1;3;1;4;2;4;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;4;3;1;1;20;1;1;2;2;1;4;4;4;3;1;4;4;3;1;0;0;0;0;1;0;0;1; ;2
3784;1,0;102;1966;56;9;1;3;3;1;1;1;4;2;2; ;2;2;5;6;2;,5951410419808;6;1;1;1;1;1;2;1;1;1;2;3;2; ;1;1;1;1;1;1;1;1;2;3;2;3;1;1;1;2;1;1;2;2;2;2;2;1;3;1;2;1;1;2;2; ; ;2; ; ; ;2;3;3;2;2;2;1;1;1;1;1;1;4;2;1;2;4;3;3;1;4;2;4;5;4;5;2;4;4;2;1;0;1;0;0;0;0;0;2;1;1
3784;1,0;103;1982;40;6;1;8;3;1;1;1;16;2;2; ;1;1;3;3;3;1,2198797814381;5;2;3;3;3;2;4;3;3;4;4;4;2; ;2;2;2;2;2;2; ;1;5;5;5; ; ;1;3;4;3;4;4;4;3;1;3;3;3;3;5;2;2; ;3; ; ;3; ; ; ;3;3;3;3;3;3;3;1;4;1;1;1;4;2;1;3;20;3;4;4;2;3;2;2;2;2;3;4;4;1;1;1;0;0;0;1;0;0;1; ;2
3784;1,0;104;1993;29;3;1;4;3;2;1;1;4;2;2; ;1;2;2;11;2;,9893815438347;11;3;4;3;3;3;3;2;3;3;3;2;1;6;1;2;1;1;2;1;1;2;1;5;1; ;2;1;3;3;2;3;2;3;4;3;4;4;3;3;1;1;2; ;1;1;1;2; ; ; ;2;2;2;2;1;1;2;2;3;1;1;1;3;1;3;3;8;4;4;4;3;2;2;1;2;2;4;3;4;2;1;1;0;0;0;0;0;0;1; ;2
3784;1,0;105;1958;63;10;1;2;1;3;1;2;14;2;2; ;2;3;5;16;1;,3602868592660;7;2;2;2;3;2;3;1;3;2;3;1;2; ;2;2;1;2;1;2; ;2;3;2;2;1;2;1;3;3;4;3;3;3;3;2;3;3;4;1;3;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;3;2;2;1;0;3;2;3;2;2;4;4;3;4;1;4;4;2;1;0;0;0;0;1;0;1;2;1;1
3784;1,0;106;1989;32;4;1;2;3;1;1;1;4;2;2; ;2;3;2;3;1;,7704522931394;11;1;1;1;2;2;2;1;1;1;2;2;1;3;1;1;1;1;2;1;1;1;1;2;2;1;2;1;2;2;2;3;2;2;4;3;4;3;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;2;1;1;1;4;1;2;2;1;5;5;3;3;3;2;3;3;4;2;3;3;1;1;0;0;0;0;0;0;0;1; ;2
3784;1,0;107;1990;31;4;1;2;3;2;1;1;5;2;2; ;2;3;2;7;1;,6948595834547;4;1;2;2;2;2;2;2;2;3;1;1;2; ;2;2;2;1;1;1;1;2;2;5;3; ;1;2;3;3;1;1;1;2;3;2;3;2;3;2;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;2;2;1;1;1;4;2;1;2;10;4;4;3;2;2;3;3;2;4;2;4;4;2;1;1;1;1;0;0;0;0;1; ;2
3784;1,0;108;1997;25;3;1;3;3;2;2;1;1;2;2; ;1;2;2;8;2;1,3592862969719;7;1;1;1;1;1;2;1;2;2;2;2;2; ;1;1;1;1;1;1;1;1;1;5;2;4;1;1;3;1;1;1;1;1;3;2;3;2;2;1;1;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;1;1;1;1;4;3;1;1;0;2;2;3;3;1;4;3;2;3;3;4;4;1;0;1;1;0;0;0;0;0;1; ;2
3784;1,0;109;1960;62;10;1;7;3;1;1;1;18;2;2; ;2;1;5;6;3;,6200576529477;4;2;2;1;1;2;3;2;2;1;2;2;2; ;2;2;2;2;2;1;1;2;5;5;5; ; ;2;2;2;2;2;2;2;1;1;2;1;2;1;5;2;2; ;2; ; ;2; ; ; ;2;2;2;2;2;1;2;1;1;1;1;1;1;3;2;2;15;1;3;1;1;1;4;5;5;5;2;2;4;2;1;0;0;0;0;1;0;1;2;1;1
3784;1,0;110;1972;50;8;1;3;2;4;1;1;27;2;1;2;2;2;4;15;2;,7063771978826;2;2;2;2;2;1;1;1;2;1;2;2;1;3;1;2;2;2;2;2; ;1;5;5;5; ; ;1;2;2;3;2;2;2;3;3;4;4;2;1;5;1;2; ;2; ; ;2; ; ; ;2;2;2;2;2;2;1;1;3;1;3;1;1;2;2;2;0;1;2;1;1;1;5;5;5;5;1;4;4;1;1;0;0;0;0;0;0;0;1; ;1
3784;1,0;111;1981;41;6;1;2;3;2;1;1;0;2;2; ;2;3;3;13;1;,6181732479715;4;1;2;3;2;2;2;3;3;2;2;2;1;1;1;1;1;1;2;1;1;1;4;5;1; ;1;2;2;2;2;3;3;2;3;2;4;1;3;1;1;1;2; ;2; ; ;2; ; ; ;2;1;1;2;2;2;2;2;1;1;1;1;4;2;2;2;10;4;3;3;3;3;4;3;3;3;2;2;4;1;1;1;0;1;0;0;0;0;1; ;2
3784;1,0;112;1970;51;8;1;7;3;1;1;1;20;2;2; ;1;1;4;3;3;,8224081422070;4;2;2;3;2;1;3;1;3;3;2;2;2; ;2;2;2;2;2;2; ;1;2;5;5; ; ;1;2;2;3;2;2;3;4;3;4;4;4;3;5;2;2; ;3; ; ;3; ; ; ;2;2;2;2;2;3;1;1;1;1;1;1;1;2;3;2;0;3;2;2;2;1;3;3;4;4;2;4;4;3;0;0;0;0;0;1;0;0;1; ;2
